vowels,lyrics
<bos> i ua ooe <eos>,<bos> に すら 戻れ <eos>
<bos> ua ooe ai <eos>,<bos> すら 戻れ ない <eos>
<bos> ooe ai aa <eos>,<bos> 戻れ ない から <eos>
<bos> ai aa aai <eos>,<bos> ない から 私 <eos>
<bos> aa aai oa <eos>,<bos> から 私 空 <eos>
<bos> aai oa o <eos>,<bos> 私 空 を <eos>
<bos> oa o i <eos>,<bos> 空 を 見 <eos>
<bos> o i e <eos>,<bos> を 見 て <eos>
<bos> i e i <eos>,<bos> 見 て い <eos>
<bos> e i ai <eos>,<bos> て い まし <eos>
<bos> i ai a <eos>,<bos> い まし た <eos>
<bos> ai a aio <eos>,<bos> まし た 最後 <eos>
<bos> a aio uai <eos>,<bos> た 最後 くらい <eos>
<bos> aio uai aa <eos>,<bos> 最後 くらい また <eos>
<bos> uai aa aueu <eos>,<bos> くらい また 春めく <eos>
<bos> aa aueu o <eos>,<bos> また 春めく よう <eos>
<bos> aueu o a <eos>,<bos> 春めく よう な <eos>
<bos> o a iei <eos>,<bos> よう な 綺麗 <eos>
<bos> a iei a <eos>,<bos> な 綺麗 な <eos>
<bos> iei a ao <eos>,<bos> 綺麗 な さよう <eos>
<bos> a ao aai <eos>,<bos> な さよう ならし <eos>
<bos> ao aai ao <eos>,<bos> さよう ならし ましょ <eos>
<bos> aai ao u <eos>,<bos> ならし ましょ う <eos>
<bos> ao u oe <eos>,<bos> ましょ う それ <eos>
<bos> u oe a <eos>,<bos> う それ は <eos>
<bos> oe a iu <eos>,<bos> それ は 水 <eos>
<bos> a iu o <eos>,<bos> は 水 も <eos>
<bos> iu o aa <eos>,<bos> 水 も やら <eos>
<bos> o aa u <eos>,<bos> も やら ず <eos>
<bos> aa u ae <eos>,<bos> やら ず 枯れ <eos>
<bos> u ae a <eos>,<bos> ず 枯れ た <eos>
<bos> ae a eeuaiu <eos>,<bos> 枯れ た エーデルワイス <eos>
<bos> a eeuaiu uoui <eos>,<bos> た エーデルワイス 黒ずみ <eos>
<bos> eeuaiu uoui au <eos>,<bos> エーデルワイス 黒ずみ 出す <eos>
<bos> uoui au iiaai <eos>,<bos> 黒ずみ 出す 耳飾り <eos>
<bos> au iiaai ona <eos>,<bos> 出す 耳飾り こんな <eos>
<bos> iiaai ona uaaai <eos>,<bos> 耳飾り こんな つまらない <eos>
<bos> ona uaaai eia <eos>,<bos> こんな つまらない 映画 <eos>
<bos> uaaai eia ao <eos>,<bos> つまらない 映画 など <eos>
<bos> eia ao o <eos>,<bos> 映画 など もう <eos>
<bos> ao o oiai <eos>,<bos> など もう おしまい <eos>
<bos> o oiai a <eos>,<bos> もう おしまい な <eos>
<bos> oiai a oi <eos>,<bos> おしまい な のに <eos>
<bos> o ou e <eos>,<bos> の 途中 で <eos>
<bos> ou e aaiu <eos>,<bos> 途中 で 悲しく <eos>
<bos> e aaiu at <eos>,<bos> で 悲しく なっ <eos>
<bos> aaiu at a <eos>,<bos> 悲しく なっ た <eos>
<bos> at a e <eos>,<bos> なっ た ねぇ <eos>
<bos> a e oo <eos>,<bos> た ねぇ この <eos>
<bos> e oo ooi <eos>,<bos> ねぇ この 想い <eos>
<bos> oo ooi a <eos>,<bos> この 想い は <eos>
<bos> ooi a ai <eos>,<bos> 想い は 何 <eos>
<bos> a ai aaa <eos>,<bos> は 何 あなた <eos>
<bos> ai aaa a <eos>,<bos> 何 あなた が <eos>
<bos> aaa a iue <eos>,<bos> あなた が 見据え <eos>
<bos> a iue a <eos>,<bos> が 見据え た <eos>
<bos> iue a iai <eos>,<bos> 見据え た 未来 <eos>
<bos> a iai i <eos>,<bos> た 未来 に <eos>
<bos> iai i aai <eos>,<bos> 未来 に 私 <eos>
<bos> i aai o <eos>,<bos> に 私 も <eos>
<bos> aai o i <eos>,<bos> 私 も 居 <eos>
<bos> o i ai <eos>,<bos> も 居 たい <eos>
<bos> ue o uui <eos>,<bos> 夢 の 続き <eos>
<bos> o uui o <eos>,<bos> の 続き を <eos>
<bos> uui o iu <eos>,<bos> 続き を いつ <eos>
<bos> o iu ae <eos>,<bos> を いつ まで <eos>
<bos> iu ae o <eos>,<bos> いつ まで も <eos>
<bos> ae o aai <eos>,<bos> まで も 探し <eos>
<bos> o aai e <eos>,<bos> も 探し て <eos>
<bos> aai e i <eos>,<bos> 探し て い <eos>
<bos> e i a <eos>,<bos> て い た <eos>
<bos> i a aaeu <eos>,<bos> い た あまねく <eos>
<bos> a aaeu ai <eos>,<bos> た あまねく 町 <eos>
<bos> aaeu ai o <eos>,<bos> あまねく 町 の <eos>
<bos> ai o aa <eos>,<bos> 町 の 側 <eos>
<bos> o aa e <eos>,<bos> の 側 で <eos>
<bos> aa e ua <eos>,<bos> 側 で 揺 <eos>
<bos> u oi ua <eos>,<bos> う 路地 裏 <eos>
<bos> oi ua oou <eos>,<bos> 路地 裏 広告 <eos>
<bos> ua oou o <eos>,<bos> 裏 広告 を <eos>
<bos> oou o auae <eos>,<bos> 広告 を 携え <eos>
<bos> o auae e <eos>,<bos> を 携え て <eos>
<bos> auae e oiau <eos>,<bos> 携え て 飛び立つ <eos>
<bos> e oiau ai <eos>,<bos> て 飛び立つ 紙 <eos>
<bos> oiau ai ioi <eos>,<bos> 飛び立つ 紙 飛行機 <eos>
<bos> ai ioi oo <eos>,<bos> 紙 飛行機 何処 <eos>
<bos> ioi oo ae <eos>,<bos> 飛行機 何処 まで <eos>
<bos> oo ae on <eos>,<bos> 何処 まで 飛ん <eos>
<bos> ae on e <eos>,<bos> まで 飛ん で <eos>
<bos> on e iu <eos>,<bos> 飛ん で 行く <eos>
<bos> e iu n <eos>,<bos> で 行く ん <eos>
<bos> iu n ao <eos>,<bos> 行く ん だろ <eos>
<bos> n ao u <eos>,<bos> ん だろ う <eos>
<bos> ao u uai <eos>,<bos> だろ う 虚し <eos>
<bos> u uai a <eos>,<bos> う 虚し さ <eos>
<bos> uai a atai <eos>,<bos> 虚し さ ばっかり <eos>
<bos> a atai iue <eos>,<bos> さ ばっかり 見つめ <eos>
<bos> atai iue uueu <eos>,<bos> ばっかり 見つめ 続ける <eos>
<bos> iue uueu o <eos>,<bos> 見つめ 続ける の <eos>
<bos> uueu o a <eos>,<bos> 続ける の は <eos>
<bos> o a ae <eos>,<bos> の は 誰 <eos>
<bos> a ae a <eos>,<bos> は 誰 か <eos>
<bos> ae a o <eos>,<bos> 誰 か の <eos>
<bos> a o iai <eos>,<bos> か の 痛み <eos>
<bos> o iai i <eos>,<bos> の 痛み に <eos>
<bos> iai i iui <eos>,<bos> 痛み に 気づき <eos>
<bos> i iui aat <eos>,<bos> に 気づき たかっ <eos>
<bos> iui aat a <eos>,<bos> 気づき たかっ た <eos>
<bos> aat a iaua <eos>,<bos> たかっ た ひたすら <eos>
<bos> a iaua ai <eos>,<bos> た ひたすら 何 <eos>
<bos> iaua ai a <eos>,<bos> ひたすら 何 か <eos>
<bos> ai a o <eos>,<bos> 何 か を <eos>
<bos> a o ee <eos>,<bos> か を 得れ <eos>
<bos> o ee a <eos>,<bos> を 得れ ば <eos>
<bos> ee a ai <eos>,<bos> 得れ ば 何 <eos>
<bos> a ai a <eos>,<bos> ば 何 か <eos>
<bos> ai a a <eos>,<bos> 何 か が <eos>
<bos> a a e <eos>,<bos> か が 目 <eos>
<bos> a e o <eos>,<bos> が 目 の <eos>
<bos> e o ae <eos>,<bos> 目 の 前 <eos>
<bos> o ae o <eos>,<bos> の 前 を <eos>
<bos> ae o oiuiu <eos>,<bos> 前 を 通り過ぎる <eos>
<bos> o oiuiu aoaa <eos>,<bos> を 通り過ぎる さよなら <eos>
<bos> oiuiu aoaa aa <eos>,<bos> 通り過ぎる さよなら また <eos>
<bos> aoaa aa aeu <eos>,<bos> さよなら また 会える <eos>
<bos> aa aeu a <eos>,<bos> また 会える か <eos>
<bos> aeu a a <eos>,<bos> 会える か な <eos>
<bos> a a eaaaae <eos>,<bos> か な 背中合わせ <eos>
<bos> a eaaaae o <eos>,<bos> な 背中合わせ の <eos>
<bos> eaaaae o ai <eos>,<bos> 背中合わせ の 旅 <eos>
<bos> o ai a <eos>,<bos> の 旅 は <eos>
<bos> ai a aa <eos>,<bos> 旅 は まだ <eos>
<bos> a aa uui <eos>,<bos> は まだ 続い <eos>
<bos> aa uui e <eos>,<bos> まだ 続い て <eos>
<bos> uui e u <eos>,<bos> 続い て く <eos>
<bos> e u ae <eos>,<bos> て く 誰 <eos>
<bos> u ae o <eos>,<bos> く 誰 も <eos>
<bos> ae o ii <eos>,<bos> 誰 も 知り <eos>
<bos> o ii e <eos>,<bos> も 知り 得 <eos>
<bos> ii e ai <eos>,<bos> 知り 得 ない <eos>
<bos> e ai iu <eos>,<bos> 得 ない 傷 <eos>
<bos> ai iu a <eos>,<bos> ない 傷 が <eos>
<bos> iu a ie <eos>,<bos> 傷 が 癒え <eos>
<bos> a ie u <eos>,<bos> が 癒え ず <eos>
<bos> ie u i <eos>,<bos> 癒え ず に <eos>
<bos> u i ueu <eos>,<bos> ず に 増える <eos>
<bos> i ueu oe <eos>,<bos> に 増える どうせ <eos>
<bos> ueu oe iua <eos>,<bos> 増える どうせ いつか <eos>
<bos> oe iua a <eos>,<bos> どうせ いつか は <eos>
<bos> iua a ae <eos>,<bos> いつか は 風 <eos>
<bos> a ae i <eos>,<bos> は 風 に <eos>
<bos> ae i oe <eos>,<bos> 風 に 溶け <eos>
<bos> i oe ieu <eos>,<bos> に 溶け 消える <eos>
<bos> oe ieu aa <eos>,<bos> 溶け 消える なら <eos>
<bos> ieu aa a <eos>,<bos> 消える なら ば <eos>
<bos> aa a ona <eos>,<bos> なら ば 今夜 <eos>
<bos> a ona uai <eos>,<bos> ば 今夜 くらい <eos>
<bos> ona uai a <eos>,<bos> 今夜 くらい は <eos>
<bos> uai a ae <eos>,<bos> くらい は 羽 <eos>
<bos> a ae a <eos>,<bos> は 羽 が <eos>
<bos> ae a aeu <eos>,<bos> 羽 が 生える <eos>
<bos> a aeu o <eos>,<bos> が 生える よう <eos>
<bos> aeu o a <eos>,<bos> 生える よう な <eos>
<bos> o a iau <eos>,<bos> よう な 身軽 <eos>
<bos> a iau a <eos>,<bos> な 身軽 さ <eos>
<bos> iau a a <eos>,<bos> 身軽 さ が <eos>
<bos> a a ii <eos>,<bos> さ が 君 <eos>
<bos> a ii i <eos>,<bos> が 君 に <eos>
<bos> ii i aoi <eos>,<bos> 君 に 宿り <eos>
<bos> i aoi uue <eos>,<bos> に 宿り 続け <eos>
<bos> aoi uue au <eos>,<bos> 宿り 続け ます <eos>
<bos> uue au o <eos>,<bos> 続け ます よう <eos>
<bos> au o i <eos>,<bos> ます よう に <eos>
<bos> o i uue <eos>,<bos> よう に むくれ <eos>
<bos> i uue ao <eos>,<bos> に むくれ 顔 <eos>
<bos> uue ao o <eos>,<bos> むくれ 顔 の <eos>
<bos> ao o ei <eos>,<bos> 顔 の 蛇 <eos>
<bos> o ei o <eos>,<bos> の 蛇 も <eos>
<bos> ei o iui <eos>,<bos> 蛇 も 気づき <eos>
<bos> o iui a <eos>,<bos> も 気づき は <eos>
<bos> iui a i <eos>,<bos> 気づき は し <eos>
<bos> a i ai <eos>,<bos> は し ない <eos>
<bos> ian e iu <eos>,<bos> 歪ん で 傷 <eos>
<bos> e iu aae <eos>,<bos> で 傷 だらけ <eos>
<bos> iu aae o <eos>,<bos> 傷 だらけ の <eos>
<bos> aae o au <eos>,<bos> だらけ の 春 <eos>
<bos> o au aui <eos>,<bos> の 春 麻酔 <eos>
<bos> au aui o <eos>,<bos> 春 麻酔 も <eos>
<bos> aui o ua <eos>,<bos> 麻酔 も 打た <eos>
<bos> o ua u <eos>,<bos> も 打た ず <eos>
<bos> ua u i <eos>,<bos> 打た ず に <eos>
<bos> u i aui <eos>,<bos> ず に 歩い <eos>
<bos> i aui a <eos>,<bos> に 歩い た <eos>
<bos> aui a aaa <eos>,<bos> 歩い た 体 <eos>
<bos> a aaa o <eos>,<bos> た 体 の <eos>
<bos> aaa o ouoo <eos>,<bos> 体 の 奥底 <eos>
<bos> o ouoo e <eos>,<bos> の 奥底 で <eos>
<bos> ouoo e iiu <eos>,<bos> 奥底 で 響く <eos>
<bos> e iiu ii <eos>,<bos> で 響く 生き <eos>
<bos> iiu ii ai <eos>,<bos> 響く 生き 足り <eos>
<bos> ii ai ai <eos>,<bos> 生き 足り ない <eos>
<bos> ai ai o <eos>,<bos> 足り ない と <eos>
<bos> ai o uou <eos>,<bos> ない と 強く <eos>
<bos> o uou aa <eos>,<bos> と 強く まだ <eos>
<bos> uou aa aiau <eos>,<bos> 強く まだ 味わう <eos>
<bos> aa aiau a <eos>,<bos> まだ 味わう さ <eos>
<bos> aiau a ai <eos>,<bos> 味わう さ 噛み <eos>
<bos> a ai oe <eos>,<bos> さ 噛み 終え <eos>
<bos> ai oe a <eos>,<bos> 噛み 終え た <eos>
<bos> oe a au <eos>,<bos> 終え た ガム <eos>
<bos> a au o <eos>,<bos> た ガム の <eos>
<bos> au o ai <eos>,<bos> ガム の 味 <eos>
<bos> o ai ae <eos>,<bos> の 味 覚め <eos>
<bos> ai ae ie <eos>,<bos> 味 覚め きれ <eos>
<bos> ae ie ai <eos>,<bos> 覚め きれ ない <eos>
<bos> ie ai aa <eos>,<bos> きれ ない まま <eos>
<bos> ai aa o <eos>,<bos> ない まま の <eos>
<bos> aa o ooo <eos>,<bos> まま の 心 <eos>
<bos> o ooo e <eos>,<bos> の 心 で <eos>
<bos> ooo e iouiou <eos>,<bos> 心 で ひとつひとつ <eos>
<bos> e iouiou au <eos>,<bos> で ひとつひとつ 無く <eos>
<bos> iouiou au i <eos>,<bos> ひとつひとつ 無く し <eos>
<bos> au i a <eos>,<bos> 無く し た <eos>
<bos> i a ae <eos>,<bos> し た 果て <eos>
<bos> a ae i <eos>,<bos> た 果て に <eos>
<bos> ae i oau <eos>,<bos> 果て に ようやく <eos>
<bos> i oau oot <eos>,<bos> に ようやく 残っ <eos>
<bos> oau oot a <eos>,<bos> ようやく 残っ た <eos>
<bos> oot a oo <eos>,<bos> 残っ た もの <eos>
<bos> a oo oe <eos>,<bos> た もの これ <eos>
<bos> oo oe a <eos>,<bos> もの これ が <eos>
<bos> oe a ai <eos>,<bos> これ が 愛 <eos>
<bos> a ai a <eos>,<bos> が 愛 じゃ <eos>
<bos> ai a aee <eos>,<bos> 愛 じゃ なけれ <eos>
<bos> a aee a <eos>,<bos> じゃ なけれ ば <eos>
<bos> aee a ano <eos>,<bos> なけれ ば 何と <eos>
<bos> a ano ou <eos>,<bos> ば 何と 呼ぶ <eos>
<bos> ano ou o <eos>,<bos> 何と 呼ぶ の <eos>
<bos> ou o a <eos>,<bos> 呼ぶ の か <eos>
<bos> o a ou <eos>,<bos> の か 僕 <eos>
<bos> a ou a <eos>,<bos> か 僕 は <eos>
<bos> ou a ia <eos>,<bos> 僕 は 知ら <eos>
<bos> a ia aat <eos>,<bos> は 知ら なかっ <eos>
<bos> ia aat a <eos>,<bos> 知ら なかっ た <eos>
<bos> aat a oeo <eos>,<bos> なかっ た 呼べよ <eos>
<bos> a oeo aa <eos>,<bos> た 呼べよ 花 <eos>
<bos> oeo aa o <eos>,<bos> 呼べよ 花 の <eos>
<bos> aa o aae <eos>,<bos> 花 の 名前 <eos>
<bos> o aae o <eos>,<bos> の 名前 を <eos>
<bos> aae o aa <eos>,<bos> 名前 を ただ <eos>
<bos> o aa iou <eos>,<bos> を ただ ひとつ <eos>
<bos> aa iou ae <eos>,<bos> ただ ひとつ だけ <eos>
<bos> iou ae aiaeu <eos>,<bos> ひとつ だけ 張り裂ける <eos>
<bos> ae aiaeu uai <eos>,<bos> だけ 張り裂ける くらい <eos>
<bos> aiaeu uai i <eos>,<bos> 張り裂ける くらい に <eos>
<bos> uai i aaai <eos>,<bos> くらい に 鼻先 <eos>
<bos> i aaai a <eos>,<bos> に 鼻先 が <eos>
<bos> aaai a ueu <eos>,<bos> 鼻先 が 触れる <eos>
<bos> a ueu ou <eos>,<bos> が 触れる 呼吸 <eos>
<bos> ueu ou a <eos>,<bos> 触れる 呼吸 が <eos>
<bos> ou a oau <eos>,<bos> 呼吸 が 止まる <eos>
<bos> a oau iai <eos>,<bos> が 止まる 痛み <eos>
<bos> oau iai a <eos>,<bos> 止まる 痛み は <eos>
<bos> ue aa a <eos>,<bos> 夢 なら ば <eos>
<bos> aa a oeoo <eos>,<bos> なら ば どれほど <eos>
<bos> a oeoo oat <eos>,<bos> ば どれほど よかっ <eos>
<bos> oeoo oat a <eos>,<bos> どれほど よかっ た <eos>
<bos> oat a eo <eos>,<bos> よかっ た でしょ <eos>
<bos> a eo u <eos>,<bos> た でしょ う <eos>
<bos> eo u iaai <eos>,<bos> でしょ う 未だに <eos>
<bos> u iaai aaa <eos>,<bos> う 未だに あなた <eos>
<bos> iaai aaa o <eos>,<bos> 未だに あなた の <eos>
<bos> aaa o oo <eos>,<bos> あなた の こと <eos>
<bos> o oo o <eos>,<bos> の こと を <eos>
<bos> oo o ue <eos>,<bos> こと を 夢 <eos>
<bos> o ue i <eos>,<bos> を 夢 に <eos>
<bos> ue i iu <eos>,<bos> 夢 に みる <eos>
<bos> i iu aue <eos>,<bos> に みる 忘れ <eos>
<bos> iu aue a <eos>,<bos> みる 忘れ た <eos>
<bos> aue a oo <eos>,<bos> 忘れ た 物 <eos>
<bos> a oo o <eos>,<bos> た 物 を <eos>
<bos> oo o oi <eos>,<bos> 物 を 取り <eos>
<bos> o oi i <eos>,<bos> を 取り に <eos>
<bos> oi i aeu <eos>,<bos> 取り に 帰る <eos>
<bos> i aeu o <eos>,<bos> に 帰る よう <eos>
<bos> aeu o i <eos>,<bos> 帰る よう に <eos>
<bos> o i uui <eos>,<bos> よう に 古び <eos>
<bos> i uui a <eos>,<bos> に 古び た <eos>
<bos> uui a ooie <eos>,<bos> 古び た 思い出 <eos>
<bos> a ooie o <eos>,<bos> た 思い出 の <eos>
<bos> ooie o ooi <eos>,<bos> 思い出 の 埃 <eos>
<bos> o ooi o <eos>,<bos> の 埃 を <eos>
<bos> ooi o aau <eos>,<bos> 埃 を 払う <eos>
<bos> o aau ooa <eos>,<bos> を 払う 戻ら <eos>
<bos> aau ooa ai <eos>,<bos> 払う 戻ら ない <eos>
<bos> ooa ai iaae <eos>,<bos> 戻ら ない 幸せ <eos>
<bos> ai iaae a <eos>,<bos> ない 幸せ が <eos>
<bos> iaae a au <eos>,<bos> 幸せ が ある <eos>
<bos> a au oo <eos>,<bos> が ある こと <eos>
<bos> au oo o <eos>,<bos> ある こと を <eos>
<bos> oo o aio <eos>,<bos> こと を 最後 <eos>
<bos> o aio i <eos>,<bos> を 最後 に <eos>
<bos> aio i aaa <eos>,<bos> 最後 に あなた <eos>
<bos> i aaa a <eos>,<bos> に あなた が <eos>
<bos> aaa a oie <eos>,<bos> あなた が 教え <eos>
<bos> a oie e <eos>,<bos> が 教え て <eos>
<bos> oie e ue <eos>,<bos> 教え て くれ <eos>
<bos> e ue a <eos>,<bos> て くれ た <eos>
<bos> ue a ie <eos>,<bos> くれ た 言え <eos>
<bos> a ie u <eos>,<bos> た 言え ず <eos>
<bos> ie u i <eos>,<bos> 言え ず に <eos>
<bos> u i aui <eos>,<bos> ず に 隠し <eos>
<bos> i aui e <eos>,<bos> に 隠し て <eos>
<bos> aui e a <eos>,<bos> 隠し て た <eos>
<bos> i ao o <eos>,<bos> い 過去 も <eos>
<bos> ao o aaa <eos>,<bos> 過去 も あなた <eos>
<bos> o aaa a <eos>,<bos> も あなた が <eos>
<bos> aaa a i <eos>,<bos> あなた が い <eos>
<bos> a i aa <eos>,<bos> が い なきゃ <eos>
<bos> i aa eien <eos>,<bos> い なきゃ 永遠 <eos>
<bos> aa eien i <eos>,<bos> なきゃ 永遠 に <eos>
<bos> ia a ito <eos>,<bos> いま ま きっと <eos>
<bos> a ito o <eos>,<bos> ま きっと もう <eos>
<bos> ito o oe <eos>,<bos> きっと もう これ <eos>
<bos> o oe io <eos>,<bos> もう これ 以上 <eos>
<bos> oe io iuuu <eos>,<bos> これ 以上 傷つく <eos>
<bos> io iuuu oo <eos>,<bos> 以上 傷つく こと <eos>
<bos> iuuu oo ao <eos>,<bos> 傷つく こと など <eos>
<bos> oo ao ai <eos>,<bos> こと など あり <eos>
<bos> ao ai a <eos>,<bos> など あり は <eos>
<bos> ai a i <eos>,<bos> あり は し <eos>
<bos> a i ai <eos>,<bos> は し ない <eos>
<bos> i ai o <eos>,<bos> し ない と <eos>
<bos> ai o aat <eos>,<bos> ない と わかっ <eos>
<bos> o aat e <eos>,<bos> と わかっ て <eos>
<bos> aat e iu <eos>,<bos> わかっ て いる <eos>
<bos> e iu ao <eos>,<bos> て いる あの <eos>
<bos> iu ao i <eos>,<bos> いる あの 日 <eos>
<bos> ao i o <eos>,<bos> あの 日 の <eos>
<bos> i o aaii <eos>,<bos> 日 の 悲しみ <eos>
<bos> o aaii ae <eos>,<bos> の 悲しみ さえ <eos>
<bos> aaii ae ao <eos>,<bos> 悲しみ さえ あの <eos>
<bos> ae ao i <eos>,<bos> さえ あの 日 <eos>
<bos> ao i o <eos>,<bos> あの 日 の <eos>
<bos> i o uuii <eos>,<bos> 日 の 苦しみ <eos>
<bos> o uuii ae <eos>,<bos> の 苦しみ さえ <eos>
<bos> uuii ae oo <eos>,<bos> 苦しみ さえ その <eos>
<bos> ae oo uee <eos>,<bos> さえ その すべて <eos>
<bos> oo uee o <eos>,<bos> その すべて を <eos>
<bos> uee o aii <eos>,<bos> すべて を 愛し <eos>
<bos> o aii e <eos>,<bos> を 愛し て <eos>
<bos> aii e a <eos>,<bos> 愛し て た <eos>
<bos> e a aaa <eos>,<bos> て た あなた <eos>
<bos> a aaa oooi <eos>,<bos> た あなた とともに <eos>
<bos> ieai ai ou <eos>,<bos> 逃げ出し たい 夜 <eos>
<bos> ai ou o <eos>,<bos> たい 夜 の <eos>
<bos> ou o oai <eos>,<bos> 夜 の 往来 <eos>
<bos> o oai uue <eos>,<bos> の 往来 行方 <eos>
<bos> oai uue a <eos>,<bos> 往来 行方 は <eos>
<bos> uue a iaa <eos>,<bos> 行方 は 未だ <eos>
<bos> a iaa uei <eos>,<bos> は 未だ 不明 <eos>
<bos> iaa uei aai <eos>,<bos> 未だ 不明 回り <eos>
<bos> uei aai aat <eos>,<bos> 不明 回り 回っ <eos>
<bos> aai aat e <eos>,<bos> 回り 回っ て <eos>
<bos> aat e uaiut <eos>,<bos> 回っ て 虚しくっ <eos>
<bos> e uaiut e <eos>,<bos> て 虚しくっ て <eos>
<bos> uaiut e oat <eos>,<bos> 虚しくっ て 困っ <eos>
<bos> e oat at <eos>,<bos> て 困っ ちゃっ <eos>
<bos> oat at a <eos>,<bos> 困っ ちゃっ た <eos>
<bos> uiat a uoi <eos>,<bos> 失っ た つもり <eos>
<bos> a uoi o <eos>,<bos> た つもり も <eos>
<bos> uoi o ai <eos>,<bos> つもり も ない <eos>
<bos> o ai a <eos>,<bos> も ない が <eos>
<bos> ai a ai <eos>,<bos> ない が 何 <eos>
<bos> a ai a <eos>,<bos> が 何 か <eos>
<bos> ai a ai <eos>,<bos> 何 か 足り <eos>
<bos> a ai ai <eos>,<bos> か 足り ない <eos>
<bos> ai ai iun <eos>,<bos> 足り ない 気分 <eos>
<bos> ai iun oto <eos>,<bos> ない 気分 ちょっと <eos>
<bos> iun oto en <eos>,<bos> 気分 ちょっと 変 <eos>
<bos> oto en i <eos>,<bos> ちょっと 変 に <eos>
<bos> en i ai <eos>,<bos> 変 に ハイ <eos>
<bos> i ai i <eos>,<bos> に ハイ に <eos>
<bos> ai i at <eos>,<bos> ハイ に なっ <eos>
<bos> i at e <eos>,<bos> に なっ て <eos>
<bos> at e uai <eos>,<bos> なっ て 吹かし <eos>
<bos> e uai on <eos>,<bos> て 吹かし 込ん <eos>
<bos> uai on a <eos>,<bos> 吹かし 込ん だ <eos>
<bos> on a on <eos>,<bos> 込ん だ 四 <eos>
<bos> a on in <eos>,<bos> だ 四 輪 <eos>
<bos> on in a <eos>,<bos> 四 輪 車 <eos>
<bos> in a oai <eos>,<bos> 輪 車 兄弟 <eos>
<bos> a oai o <eos>,<bos> 車 兄弟 よ <eos>
<bos> oai o iaa <eos>,<bos> 兄弟 よ 如何 <eos>
<bos> o iaa a <eos>,<bos> よ 如何 か <eos>
<bos> iaa a io <eos>,<bos> 如何 か しよ <eos>
<bos> a io u <eos>,<bos> か しよ う <eos>
<bos> io u o <eos>,<bos> しよ う もう <eos>
<bos> u o ai <eos>,<bos> う もう 何 <eos>
<bos> o ai o <eos>,<bos> もう 何 も <eos>
<bos> ai o anae <eos>,<bos> 何 も 考え <eos>
<bos> o anae ai <eos>,<bos> も 考え ない <eos>
<bos> anae ai o <eos>,<bos> 考え ない 様 <eos>
<bos> ai o inaei <eos>,<bos> ない 様 銀河系 <eos>
<bos> o inaei o <eos>,<bos> 様 銀河系 の <eos>
<bos> inaei o aue <eos>,<bos> 銀河系 の 外れ <eos>
<bos> o aue e <eos>,<bos> の 外れ へ <eos>
<bos> aue e o <eos>,<bos> 外れ へ と <eos>
<bos> e o a <eos>,<bos> へ と さ <eos>
<bos> o a o <eos>,<bos> と さ よう <eos>
<bos> a o aa <eos>,<bos> さ よう なら <eos>
<bos> o aa iniu <eos>,<bos> よう なら 真実 <eos>
<bos> aa iniu o <eos>,<bos> なら 真実 も <eos>
<bos> iniu o oou <eos>,<bos> 真実 も 道徳 <eos>
<bos> o oou o <eos>,<bos> も 道徳 も <eos>
<bos> oou o oa <eos>,<bos> 道徳 も 動作 <eos>
<bos> o oa i <eos>,<bos> も 動作 し <eos>
<bos> oa i ai <eos>,<bos> 動作 し ない <eos>
<bos> i ai ia <eos>,<bos> し ない イカ <eos>
<bos> ai ia e <eos>,<bos> ない イカ れ <eos>
<bos> ia e a <eos>,<bos> イカ れ た <eos>
<bos> e a ou <eos>,<bos> れ た 夜 <eos>
<bos> a ou eo <eos>,<bos> た 夜 でも <eos>
<bos> ou eo oua <eos>,<bos> 夜 でも 僕ら <eos>
<bos> eo oua u <eos>,<bos> でも 僕ら 手 <eos>
<bos> oua u o <eos>,<bos> 僕ら 手 を <eos>
<bos> u o aai <eos>,<bos> 手 を 叩い <eos>
<bos> o aai e <eos>,<bos> を 叩い て <eos>
<bos> aai e aai <eos>,<bos> 叩い て 笑い <eos>
<bos> e aai au <eos>,<bos> て 笑い 合う <eos>
<bos> aai au ae <eos>,<bos> 笑い 合う 誰 <eos>
<bos> au ae i <eos>,<bos> 合う 誰 に <eos>
<bos> ae i o <eos>,<bos> 誰 に も <eos>
<bos> i o ia <eos>,<bos> に も 知ら <eos>
<bos> o ia e <eos>,<bos> も 知ら れ <eos>
